"ROIGroup","ROIGroupCoarse","ROIGroupFine","roi","disease_ontology_term_id","self_reported_ethnicity_ontology_term_id","assay_ontology_term_id","sex_ontology_term_id","development_stage_ontology_term_id","donor_id","suspension_type","dissection","fraction_mitochondrial","fraction_unspliced","cell_cycle_score","total_genes","total_UMIs","sample_id","supercluster_term","cluster_id","subcluster_id","cell_type_ontology_term_id","is_primary_data","tissue_type","tissue_ontology_term_id","cell_type","assay","disease","sex","tissue","self_reported_ethnicity","development_stage","observation_joinid","obs_dataset","dissection_chr","tissue_chr","roi_chr","dissection_blank","tissue_blank"
"Cerebral cortex","Cerebral cortex","Cerebral cortex","Human A35-A36","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.00267332420131678,0.723123149661968,0.000905837126066016,8882,45262,"10X418_7","Deep-layer intratelencephalic","144","2719","CL:0000540",FALSE,"tissue","UBERON:0006083","neuron","10x 3' v3","normal","male","perirhinal cortex","unknown","29-year-old stage","GgjfRiRdQp","neuronal","","perirhinal cortex","Human A35-A36",TRUE,FALSE
"Cerebral cortex","Cerebral cortex","Cerebral cortex","Human A35-A36","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.00833511434067108,0.571489634537294,0.00112203462278265,6423,18716,"10X418_7","Deep-layer intratelencephalic","144","2719","CL:0000540",FALSE,"tissue","UBERON:0006083","neuron","10x 3' v3","normal","male","perirhinal cortex","unknown","29-year-old stage","wn|g{7em|;","neuronal","","perirhinal cortex","Human A35-A36",TRUE,FALSE
"Cerebral cortex","Cerebral cortex","Cerebral cortex","Human A32","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.00168864953676236,0.682762082972023,0.00139199488841221,9386,43822,"10X418_5","Deep-layer intratelencephalic","144","2719","CL:0000540",FALSE,"tissue","UBERON:0013560","neuron","10x 3' v3","normal","male","Brodmann (1909) area 32","unknown","29-year-old stage","Q=tX=`d8X=","neuronal","","Brodmann (1909) area 32","Human A32",TRUE,FALSE
"Cerebral cortex","Cerebral cortex","Cerebral cortex","Human A35-A36","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.00284617341068466,0.695059769641624,0.000920464592391634,11042,82567,"10X418_7","Deep-layer intratelencephalic","144","2719","CL:0000540",FALSE,"tissue","UBERON:0006083","neuron","10x 3' v3","normal","male","perirhinal cortex","unknown","29-year-old stage","e9U+CpEG`=","neuronal","","perirhinal cortex","Human A35-A36",TRUE,FALSE
"Cerebral cortex","Cerebral cortex","Cerebral cortex","Human A35-A36","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.00772679013802053,0.543824466202666,0.00129762887814085,6151,16954,"10X418_7","Deep-layer intratelencephalic","144","2719","CL:0000540",FALSE,"tissue","UBERON:0006083","neuron","10x 3' v3","normal","male","perirhinal cortex","unknown","29-year-old stage","wTSG2%mo60","neuronal","","perirhinal cortex","Human A35-A36",TRUE,FALSE
"Cerebral cortex","Cerebral cortex","Cerebral cortex","Human A35-A36","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.00606984810429374,0.519345772036838,0.00125583064226767,8160,33444,"10X418_7","Deep-layer intratelencephalic","144","2719","CL:0000540",FALSE,"tissue","UBERON:0006083","neuron","10x 3' v3","normal","male","perirhinal cortex","unknown","29-year-old stage","kvP!qyM+p?","neuronal","","perirhinal cortex","Human A35-A36",TRUE,FALSE
"Cerebral cortex","Cerebral cortex","Cerebral cortex","Human A35-A36","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.0004296875,0.66703125,0.0011328125,7246,25600,"10X418_7","Deep-layer intratelencephalic","144","2719","CL:0000540",FALSE,"tissue","UBERON:0006083","neuron","10x 3' v3","normal","male","perirhinal cortex","unknown","29-year-old stage","4;YGQwp+=D","neuronal","","perirhinal cortex","Human A35-A36",TRUE,FALSE
"Cerebral cortex","Cerebral cortex","Cerebral cortex","Human A35-A36","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.00475240553860596,0.617314010795588,0.00164280685285144,8159,34088,"10X418_7","Deep-layer intratelencephalic","144","2719","CL:0000540",FALSE,"tissue","UBERON:0006083","neuron","10x 3' v3","normal","male","perirhinal cortex","unknown","29-year-old stage","4S*=~I{(N5","neuronal","","perirhinal cortex","Human A35-A36",TRUE,FALSE
"Cerebral cortex","Cerebral cortex","Cerebral cortex","Human A35-A36","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.00214109606816904,0.686513257493836,0.000929971019507764,9261,46238,"10X418_8","Deep-layer intratelencephalic","144","2719","CL:0000540",FALSE,"tissue","UBERON:0006083","neuron","10x 3' v3","normal","male","perirhinal cortex","unknown","29-year-old stage","AT1vOoblJT","neuronal","","perirhinal cortex","Human A35-A36",TRUE,FALSE
"Cerebral cortex","Cerebral cortex","Cerebral cortex","Human A35-A36","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.000720903532427309,0.753077190078231,0.00098790484073372,10645,74906,"10X418_8","Deep-layer intratelencephalic","144","2719","CL:0000540",FALSE,"tissue","UBERON:0006083","neuron","10x 3' v3","normal","male","perirhinal cortex","unknown","29-year-old stage","@@4n2uHRVR","neuronal","","perirhinal cortex","Human A35-A36",TRUE,FALSE
"Cerebral cortex","Cerebral cortex","Cerebral cortex","Human A35-A36","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.00610229921835718,0.497943045207295,0.0012341728756228,9052,43754,"10X418_8","Deep-layer intratelencephalic","144","2719","CL:0000540",FALSE,"tissue","UBERON:0006083","neuron","10x 3' v3","normal","male","perirhinal cortex","unknown","29-year-old stage","jDc#(#wA5n","neuronal","","perirhinal cortex","Human A35-A36",TRUE,FALSE
"Cerebral cortex","Cerebral cortex","Cerebral cortex","Human A35-A36","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.00106204229147513,0.741812763529151,0.000745014741781061,10466,63086,"10X418_8","Deep-layer intratelencephalic","144","2719","CL:0000540",FALSE,"tissue","UBERON:0006083","neuron","10x 3' v3","normal","male","perirhinal cortex","unknown","29-year-old stage","Z^Acri+aQ%","neuronal","","perirhinal cortex","Human A35-A36",TRUE,FALSE
"Cerebral cortex","Cerebral cortex","Cerebral cortex","Human A32","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.0035845352906034,0.514338141162414,0.0012801911752155,7503,23434,"10X418_5","Deep-layer intratelencephalic","144","2719","CL:0000540",FALSE,"tissue","UBERON:0013560","neuron","10x 3' v3","normal","male","Brodmann (1909) area 32","unknown","29-year-old stage","ol3XK>ttn=","neuronal","","Brodmann (1909) area 32","Human A32",TRUE,FALSE
"Cerebral cortex","Cerebral cortex","Cerebral cortex","Human A35-A36","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.000854507527206012,0.716177838095956,0.000854507527206012,8642,39789,"10X418_7","Deep-layer intratelencephalic","144","2719","CL:0000540",FALSE,"tissue","UBERON:0006083","neuron","10x 3' v3","normal","male","perirhinal cortex","unknown","29-year-old stage","6N)>ozrq(T","neuronal","","perirhinal cortex","Human A35-A36",TRUE,FALSE
"Cerebral cortex","Cerebral cortex","Cerebral cortex","Human A35-A36","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.00174566542398959,0.728445470146162,0.00100597668501095,7811,33798,"10X418_7","Deep-layer intratelencephalic","144","2719","CL:0000540",FALSE,"tissue","UBERON:0006083","neuron","10x 3' v3","normal","male","perirhinal cortex","unknown","29-year-old stage","PBFt+3#;E6","neuronal","","perirhinal cortex","Human A35-A36",TRUE,FALSE
"Cerebral cortex","Cerebral cortex","Cerebral cortex","Human A32","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.0031823681026774,0.68781231918363,0.00097312082478565,8806,38022,"10X418_5","Deep-layer intratelencephalic","144","2719","CL:0000540",FALSE,"tissue","UBERON:0013560","neuron","10x 3' v3","normal","male","Brodmann (1909) area 32","unknown","29-year-old stage","mnd7IZ&$uL","neuronal","","Brodmann (1909) area 32","Human A32",TRUE,FALSE
"Cerebral cortex","Cerebral cortex","Cerebral cortex","Human A32","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.00596778554598478,0.454266290702615,0.00112016686623663,9903,51778,"10X418_5","Deep-layer intratelencephalic","144","2718","CL:0000540",FALSE,"tissue","UBERON:0013560","neuron","10x 3' v3","normal","male","Brodmann (1909) area 32","unknown","29-year-old stage",";7j3Fchi~D","neuronal","","Brodmann (1909) area 32","Human A32",TRUE,FALSE
"Cerebral cortex","Cerebral cortex","Cerebral cortex","Human A32","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.00059711090186712,0.768833873029725,0.00111001385603503,12826,130629,"10X418_5","Deep-layer intratelencephalic","144","2718","CL:0000540",FALSE,"tissue","UBERON:0013560","neuron","10x 3' v3","normal","male","Brodmann (1909) area 32","unknown","29-year-old stage","1m6d}WwK`9","neuronal","","Brodmann (1909) area 32","Human A32",TRUE,FALSE
"Cerebral cortex","Cerebral cortex","Cerebral cortex","Human A35-A36","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.00097935362660644,0.701477025163392,0.0012991425659065,9097,50033,"10X418_7","Deep-layer intratelencephalic","144","2719","CL:0000540",FALSE,"tissue","UBERON:0006083","neuron","10x 3' v3","normal","male","perirhinal cortex","unknown","29-year-old stage","HdY3T9~RWt","neuronal","","perirhinal cortex","Human A35-A36",TRUE,FALSE
"Cerebral cortex","Cerebral cortex","Cerebral cortex","Human A32","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.00134928038379531,0.781699760127932,0.00103278251599147,9497,60032,"10X418_5","Deep-layer intratelencephalic","144","2719","CL:0000540",FALSE,"tissue","UBERON:0013560","neuron","10x 3' v3","normal","male","Brodmann (1909) area 32","unknown","29-year-old stage","&VUUcU(s8=","neuronal","","Brodmann (1909) area 32","Human A32",TRUE,FALSE
"Cerebral cortex","Cerebral cortex","Cerebral cortex","Human A35-A36","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.000581564408258215,0.774115096883343,0.0012688677998361,7832,37829,"10X418_7","Deep-layer intratelencephalic","141","2754","CL:0000540",FALSE,"tissue","UBERON:0006083","neuron","10x 3' v3","normal","male","perirhinal cortex","unknown","29-year-old stage","-sV0_O0FYO","neuronal","","perirhinal cortex","Human A35-A36",TRUE,FALSE
"Cerebral cortex","Cerebral cortex","Cerebral cortex","Human A35-A36","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.00155916625635976,0.745527654685705,0.00102576727392089,6911,24372,"10X418_7","Deep-layer intratelencephalic","141","2755","CL:0000540",FALSE,"tissue","UBERON:0006083","neuron","10x 3' v3","normal","male","perirhinal cortex","unknown","29-year-old stage","gmZLZexH5I","neuronal","","perirhinal cortex","Human A35-A36",TRUE,FALSE
"Cerebral cortex","Cerebral cortex","Cerebral cortex","Human A35-A36","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.00121154428627061,0.760806542339146,0.00073558045952144,8659,46222,"10X418_7","Deep-layer intratelencephalic","141","2755","CL:0000540",FALSE,"tissue","UBERON:0006083","neuron","10x 3' v3","normal","male","perirhinal cortex","unknown","29-year-old stage","_H3e}^4N<w","neuronal","","perirhinal cortex","Human A35-A36",TRUE,FALSE
"Cerebral cortex","Cerebral cortex","Cerebral cortex","Human A35-A36","PATO:0000461","unknown","EFO:0009922","PATO:0000384","HsapDv:0000123","H19.30.002","nucleus","",0.00168745112565337,0.625097748693254,0.000987776268675145,6883,24297,"10X418_7","Deep-layer intratelencephalic","141","2754","CL:0000540",FALSE,"tissue","UBERON:0006083","neuron","10x 3' v3","normal","male","perirhinal cortex","unknown","29-year-old stage","iJEl!1yw`m","neuronal","","perirhinal cortex","Human A35-A36",TRUE,FALSE
